case_number,id,date,district,beat,injury_type,cleared,date_clear
E294110,24408,1966-09-14 04:10:00,16,1613,SHOT,Y,2019-02-14
G295086,26156,1968-08-03 23:30:00,12,1232,STABBED,Y,2021-07-29
J507735,26269,1970-11-27 07:50:00,12,1235,STABBED,Y,2021-09-10
P120371,24970,1974-03-22 16:00:00,11,1133,SHOT,Y,2020-02-26
Y316342,25778,1977-08-28 02:19:00,12,1213,SHOT,Y,2021-02-19
Y330414,24479,1977-09-07 03:00:00,2,224,SHOT,Y,2019-04-09
Y412650,25358,1977-11-05 23:00:00,12,1215,SHOT,Y,2020-07-30
Z453630,24519,1978-12-13 08:15:00,16,1634,SHOT,Y,2019-04-29
A020847,26218,1979-01-20 23:15:00,12,1235,SHOT,Y,2021-08-18
JB102719,24584,1980-11-10 06:03:00,3,321,SHOT,Y,2019-05-28
E167591,5988,1983-05-14 00:15:00,17,1713,SHOT,Y,2020-08-28
F352223,6901,1984-09-15 15:15:00,12,1222,BLUNT FORCE INJURY,Y,2021-10-27
G284899,24954,1985-07-25 00:00:00,14,1423,SHOT,Y,2020-02-10
K561848,9770,1988-12-18 01:33:00,14,1413,SHOT,Y,2019-02-22
M020710,9822,1989-01-14 03:29:00,25,2524,SHOT,Y,2020-05-12
M154391,9981,1989-04-10 04:38:00,14,1432,STRANGULATION,Y,2020-06-06
M527420,10423,1989-11-13 21:25:00,6,612,STABBED,Y,2021-09-09
N385696,11063,1990-08-18 22:30:00,19,1915,SHOT,Y,2019-10-04
P609008,24997,1991-12-16 00:01:00,2,225,SHOT,Y,2020-03-25
T303796,12768,1992-07-02 13:02:00,11,1115,STABBED,Y,2020-04-13
Z285085,15418,1995-06-25 23:30:00,19,1914,SHOT,Y,2020-12-10
Z532086,15750,1995-11-10 05:24:00,17,1713,SHOT,Y,2021-09-15
Z532086,15751,1995-11-10 05:24:00,17,1713,SHOT,Y,2021-09-15
B139719,16771,1997-03-07 02:20:00,7,711,SHOT,Y,2020-05-26
B139719,16770,1997-03-07 02:20:00,7,711,SHOT,Y,2020-05-26
B683590,17278,1997-10-25 00:02:00,9,931,SHOT,Y,2019-06-14
B747827,17339,1997-11-21 23:49:00,11,1114,SHOT,Y,2020-11-06
C475067,24984,1998-07-28 18:10:00,22,2222,SHOT,Y,2020-04-18
C757492,18067,1998-11-27 06:48:00,15,1531,ASSAULT,Y,2021-03-31
D045346,18165,1999-01-23 13:45:00,20,2024,ASSAULT,Y,2020-10-30
D266995,18673,1999-05-06 19:42:00,11,1123,SHOT,Y,2020-04-17
D299595,18347,1999-05-20 19:35:00,10,1011,SHOT,Y,2021-03-02
D439410,24236,1999-07-18 22:40:00,11,1111,SHOT,Y,2019-05-10
D463755,18496,1999-07-28 21:35:00,4,423,SHOT,Y,2021-03-10
D565048,18584,1999-09-09 22:18:00,25,2533,SHOT,Y,2019-05-31
F598822,460,2000-09-26 22:30:00,1,132,STABBED,Y,2020-09-04
F632573,488,2000-10-11 17:20:00,15,1531,SHOT,Y,2019-01-19
F651190,503,2000-10-19 20:15:00,5,513,SHOT,Y,2021-04-19
G052279,669,2001-01-25 19:38:00,7,713,SHOT,Y,2021-07-16
G183384,24420,2001-03-31 20:40:00,15,1522,SHOT,Y,2019-02-25
G317538,842,2001-06-01 20:00:00,15,1511,SHOT,Y,2019-01-22
G462025,994,2001-08-04 22:30:00,2,231,STABBED,Y,2021-09-27
G556311,1083,2001-09-16 20:15:00,10,1023,SHOT,Y,2021-02-26
G610951,1142,2001-10-11 14:20:00,2,224,STABBED,Y,2021-02-04
G675344,1201,2001-11-09 13:46:00,4,431,SHOT,Y,2021-04-14
HH411508,1514,2002-06-01 13:15:00,24,2422,STRANGULATION,Y,2021-07-02
HH435955,1539,2002-06-12 07:30:00,20,2024,STRANGULATION,Y,2019-09-23
HH476789,1572,2002-06-29 22:50:00,3,322,SHOT,Y,2020-06-07
HH485645,1586,2002-07-03 00:15:00,3,321,SHOT,Y,2021-06-17
HH505592,1615,2002-07-12 19:16:00,9,912,SHOT,Y,2021-11-05
HH620022,1731,2002-09-02 01:00:00,1,134,SHOT,Y,2021-02-01
HH695279,24684,2002-10-06 01:22:00,2,225,SHOT,Y,2019-11-05
HJ232582,2041,2003-03-12 06:25:00,9,913,SHOT,Y,2020-01-28
HJ397755,2190,2003-05-30 23:40:00,11,1124,SHOT,Y,2021-11-29
HJ514837,2295,2003-07-24 02:10:00,7,712,SHOT,Y,2019-02-22
HJ643457,2394,2003-09-21 04:31:00,3,323,SHOT,Y,2021-05-24
HK398371,2727,2004-05-30 21:00:00,10,1023,SHOT,Y,2021-01-09
HK498920,2803,2004-07-16 04:35:00,11,1133,SHOT,Y,2020-04-30
HK512195,2812,2004-07-22 03:13:00,5,533,SHOT,Y,2019-06-21
HK828074,3005,2004-12-25 22:39:00,5,522,SHOT,Y,2021-03-04
HL269483,3094,2005-04-02 01:43:00,11,1111,SHOT,Y,2021-10-16
HL352987,3478,2005-05-12 23:44:00,4,434,SHOT,Y,2019-03-11
HL412803,3187,2005-06-11 01:56:00,8,832,SHOT,Y,2020-06-04
HL475827,3241,2005-07-11 02:01:00,6,624,SHOT,Y,2021-07-13
HL475827,3242,2005-07-11 02:01:00,6,624,SHOT,Y,2021-07-13
HL475827,3243,2005-07-11 02:01:00,6,624,SHOT,Y,2021-07-13
HL520836,3282,2005-08-01 09:05:00,3,331,STABBED,Y,2020-06-07
HL534030,3293,2005-08-07 14:23:00,8,814,SHOT,Y,2020-08-27
HL703752,3401,2005-10-29 23:45:00,6,624,SHOT,Y,2020-12-31
HL755239,3426,2005-11-25 17:58:00,10,1012,SHOT,Y,2019-12-27
HM149024,3484,2006-01-28 00:39:00,25,2534,SHOT,Y,2021-01-29
HM214100,3512,2006-03-04 23:06:00,10,1032,SHOT,Y,2021-03-05
HM375738,3612,2006-05-27 00:32:00,15,1511,SHOT,Y,2021-03-27
HM460334,3679,2006-07-07 14:14:00,8,822,SHOT,Y,2020-04-03
HM474713,3693,2006-07-14 10:15:00,9,934,SHOT,Y,2021-03-17
HM501824,3716,2006-07-27 03:00:00,10,1014,STABBED,Y,2021-09-11
HM541073,3742,2006-08-15 07:30:00,3,322,SHOT,Y,2021-09-14
HM546165,3744,2006-08-18 03:34:00,9,911,SHOT,Y,2019-01-24
HM552299,3749,2006-08-20 21:16:00,5,531,SHOT,Y,2019-12-23
HM605506,3783,2006-09-16 19:06:00,6,624,SHOT,Y,2021-03-04
HM650012,3835,2006-10-09 15:24:00,25,2521,SHOT,Y,2019-04-19
HM730751,3884,2006-11-20 10:55:00,11,1113,SHOT,Y,2020-11-10
HM760430,3905,2006-12-07 02:30:00,3,322,SHOT,Y,2021-09-14
HM797253,3928,2006-12-27 22:45:00,5,533,SHOT,Y,2019-12-19
HN185323,3969,2007-02-19 20:46:00,17,1713,ASSAULT,Y,2021-07-14
HN548631,4221,2007-08-24 23:05:00,5,511,SHOT,Y,2021-09-27
HN579833,4247,2007-09-09 22:32:00,5,532,SHOT,Y,2019-12-21
HN637117,4290,2007-10-09 05:03:00,19,1913,SHOT,Y,2019-11-27
HN696226,4322,2007-11-08 16:42:00,10,1031,SHOT,Y,2020-06-24
HN737868,4345,2007-12-02 03:00:00,11,1131,SHOT,Y,2021-02-01
HP223957,4445,2008-03-13 22:22:00,5,532,SHOT,Y,2019-02-20
HP288308,4488,2008-04-19 05:50:00,11,1122,SHOT,Y,2019-12-19
HP327809,4527,2008-05-10 10:58:00,12,1231,SHOT,Y,2020-08-05
HP402978,4584,2008-06-18 19:40:00,4,421,SHOT,Y,2019-04-17
HP506605,4687,2008-08-11 10:05:00,11,1112,SHOT,Y,2021-04-08
HP550955,4722,2008-09-03 13:41:00,18,1823,SHOT,Y,2019-04-30
HP577195,4772,2008-09-17 15:48:00,8,813,ASSAULT,Y,2019-06-27
HP610973,4780,2008-10-05 22:00:00,4,432,SHOT,Y,2019-11-29
HP610973,4781,2008-10-05 22:00:00,4,432,SHOT,Y,2019-11-29
HP750645,4882,2008-12-26 03:25:00,11,1115,SHOT,Y,2021-06-15
HR221629,4953,2009-03-17 22:14:00,25,2534,STABBED,Y,2021-03-24
HR281876,4984,2009-04-22 17:47:00,11,1112,SHOT,Y,2019-09-30
HR348652,5040,2009-05-30 06:15:00,19,1914,SHOT,Y,2019-07-08
HR397356,5082,2009-06-26 23:20:00,8,824,SHOT,Y,2020-11-19
HR412222,5120,2009-07-05 12:19:00,6,632,SHOT,Y,2020-09-28
HR439906,24627,2009-07-20 23:46:00,4,422,SHOT,Y,2019-12-18
HR561279,19106,2009-09-28 19:27:00,15,1532,SHOT,Y,2019-09-08
HR606574,19134,2009-10-25 00:57:00,2,223,SHOT,Y,2019-11-25
HR608026,19136,2009-10-25 22:16:00,15,1511,SHOT,Y,2020-05-18
HR617933,19148,2009-10-31 03:45:00,10,1012,SHOT,Y,2021-04-09
HR619811,19152,2009-11-01 04:27:00,11,1111,SHOT,Y,2020-08-29
HR640601,19168,2009-11-13 07:13:00,4,423,SHOT,Y,2020-10-26
HR710812,26286,2009-12-29 20:55:00,4,421,SHOT,Y,2021-09-27
HS134500,19254,2010-01-23 23:23:00,15,1523,SHOT,Y,2020-12-30
HS227745,19304,2010-03-27 00:29:00,5,532,SHOT,Y,2019-06-17
HS245171,19321,2010-04-06 23:44:00,10,1014,SHOT,Y,2021-06-10
HS260094,19344,2010-04-16 03:10:00,22,2234,SHOT,Y,2021-10-03
HS323180,19408,2010-05-24 02:59:00,2,214,SHOT,Y,2021-07-29
HS335199,19422,2010-05-31 03:44:00,10,1031,SHOT,Y,2019-05-01
HS377716,19470,2010-06-25 13:54:00,11,1114,STRANGULATION,Y,2020-08-11
HS439908,19522,2010-08-01 02:29:00,4,412,SHOT,Y,2020-10-28
HS439908,19523,2010-08-01 02:29:00,4,412,SHOT,Y,2020-10-28
HS469995,19557,2010-08-19 02:22:00,20,2022,SHOT,Y,2019-05-15
HS600811,19664,2010-11-05 16:41:00,7,732,SHOT,Y,2020-06-07
HS641685,19703,2010-12-01 21:13:00,22,2222,SHOT,Y,2021-05-26
HS657617,19711,2010-12-12 16:26:00,7,715,SHOT,Y,2019-09-04
HS663944,19714,2010-12-16 18:00:00,2,224,SHOT,Y,2020-10-22
HT157733,19782,2011-02-11 18:33:00,6,624,SHOT,Y,2021-03-08
HT183026,19796,2011-02-28 21:17:00,7,734,SHOT,Y,2020-01-28
HT199388,19804,2011-03-12 01:56:00,15,1531,SHOT,Y,2020-06-15
HT200791,19806,2011-03-13 01:50:00,11,1122,SHOT,Y,2021-07-22
HT342775,19919,2011-06-11 22:10:00,25,2534,SHOT,Y,2020-09-04
HT361674,19932,2011-06-23 11:07:00,10,1031,SHOT,Y,2020-08-29
HT380510,20251,2011-07-05 01:39:00,18,1823,SHOT,Y,2019-06-24
HT397655,19966,2011-07-14 23:15:00,7,711,SHOT,Y,2020-12-09
HT400137,19972,2011-07-16 13:10:00,2,222,SHOT,Y,2020-06-18
HT405253,19976,2011-07-19 16:00:00,7,732,SHOT,Y,2019-11-05
HT469703,20038,2011-08-28 09:10:00,2,234,STRANGULATION,Y,2021-12-07
HT479527,20048,2011-09-03 13:17:00,11,1124,SHOT,Y,2021-06-15
HT479527,20047,2011-09-03 13:17:00,11,1124,SHOT,Y,2021-06-15
HT515262,20078,2011-09-26 16:12:00,3,313,SHOT,Y,2019-04-02
HT548795,20102,2011-10-18 19:55:00,3,312,SHOT,Y,2020-06-17
HT598720,20163,2011-11-21 10:18:00,7,735,SHOT,Y,2021-08-06
HT599971,20164,2011-11-22 01:30:00,6,614,SHOT,Y,2019-11-08
HT612170,20169,2011-11-30 19:31:00,9,912,SHOT,Y,2021-07-21
HT653740,20220,2011-12-30 21:33:00,7,712,ASSAULT,Y,2020-05-08
HV128858,20261,2012-01-23 15:53:00,7,726,SHOT,Y,2019-08-09
HV170129,20285,2012-02-23 18:42:00,10,1022,SHOT,Y,2021-03-10
HV186143,20331,2012-03-06 21:02:00,2,213,ASSAULT,Y,2020-02-03
HV202542,20318,2012-03-17 22:20:00,3,314,SHOT,Y,2020-03-13
HV284070,20411,2012-05-13 01:22:00,16,1623,ASPHYXIATION,Y,2020-07-06
HV320622,20446,2012-06-05 22:39:00,3,322,SHOT,Y,2019-10-25
HV005095,20487,2012-06-30 02:15:00,10,1013,SHOT,Y,2019-06-17
HV005095,20486,2012-06-30 02:15:00,10,1013,SHOT,Y,2019-06-17
HV359989,20490,2012-06-30 12:47:00,15,1533,SHOT,Y,2021-02-25
HV359989,20489,2012-06-30 12:47:00,15,1533,SHOT,Y,2021-02-25
HV361086,20492,2012-07-01 02:14:00,4,423,SHOT,Y,2021-02-23
HV429244,20565,2012-08-13 21:55:00,7,713,SHOT,Y,2019-08-26
HV447320,20593,2012-08-26 02:58:00,4,413,SHOT,Y,2021-03-05
HV536543,20670,2012-10-27 08:15:00,11,1112,SHOT,Y,2021-11-03
HV612552,20735,2012-12-22 02:18:00,4,423,SHOT,Y,2020-09-28
HW132962,20789,2013-01-26 22:21:00,7,733,SHOT,Y,2021-12-14
HW249839,24173,2013-04-27 08:19:00,8,823,OTHER,Y,2019-08-12
HW289806,20892,2013-05-24 23:46:00,11,1112,SHOT,Y,2019-07-18
HW314687,20918,2013-06-11 21:58:00,15,1524,SHOT,Y,2021-08-06
HW334016,20943,2013-06-25 02:32:00,3,323,SHOT,Y,2020-11-05
HW335922,20945,2013-06-26 11:52:00,4,421,SHOT,Y,2021-07-27
HW401231,21018,2013-08-10 04:02:00,4,422,SHOT,Y,2019-12-26
HW510593,21138,2013-10-28 14:54:00,10,1021,SHOT,Y,2021-10-27
HX284618,21410,2014-05-31 22:34:00,17,1732,SHOT,Y,2019-08-05
HX285779,21413,2014-06-01 20:48:00,4,431,SHOT,Y,2020-06-13
HX293341,24273,2014-06-07 03:10:00,2,222,SHOT,Y,2021-06-17
HX313874,21440,2014-06-22 00:57:00,22,2233,SHOT,Y,2021-04-30
HX352058,21482,2014-07-19 17:59:00,15,1511,SHOT,Y,2020-04-28
HX375246,21502,2014-08-05 16:15:00,7,733,SHOT,Y,2020-07-13
HX546151,21692,2014-12-17 19:45:00,3,324,BLUNT FORCE INJURY,Y,2019-01-30
HX550670,21696,2014-12-21 17:55:00,15,1522,SHOT,Y,2021-11-28
HX552850,21699,2014-12-23 15:17:00,6,624,SHOT,Y,2019-03-19
HX553212,21701,2014-12-23 19:53:00,15,1532,SHOT,Y,2021-12-01
HX553356,21702,2014-12-23 22:15:00,15,1531,SHOT,Y,2020-06-11
HY130523,21739,2015-01-27 13:37:00,2,223,SHOT,Y,2019-08-06
HY163030,21765,2015-02-25 04:09:00,24,2423,SHOT,Y,2019-11-14
HY169646,21769,2015-03-02 19:20:00,4,434,SHOT,Y,2020-05-28
HY174696,21773,2015-03-07 01:35:00,12,1235,SHOT,Y,2019-04-08
HY174696,21772,2015-03-07 01:35:00,12,1235,SHOT,Y,2019-04-08
HY192076,21790,2015-03-20 16:24:00,4,422,SHOT,Y,2020-09-28
HY193536,21792,2015-03-21 19:08:00,4,432,SHOT,Y,2020-07-24
HY236576,21835,2015-04-26 12:40:00,11,1133,SHOT,Y,2021-12-21
HY262032,21863,2015-05-16 00:01:00,12,1233,SHOT,Y,2021-01-07
HY271945,21879,2015-05-23 12:46:00,15,1533,SHOT,Y,2021-12-01
HY273328,21883,2015-05-24 15:20:00,11,1123,SHOT,Y,2020-06-24
HY274367,21886,2015-05-25 14:33:00,17,1723,SHOT,Y,2020-07-17
HY274690,21888,2015-05-25 19:50:00,15,1532,SHOT,Y,2019-03-15
HY314835,21942,2015-06-25 00:10:00,10,1011,SHOT,Y,2020-11-04
HY315707,21943,2015-06-25 16:43:00,20,2012,SHOT,Y,2021-06-01
HY325525,21955,2015-07-03 01:20:00,22,2221,SHOT,Y,2019-07-08
HY342285,21979,2015-07-15 20:10:00,15,1532,SHOT,Y,2021-12-01
HY361399,22006,2015-07-30 03:55:00,5,532,SHOT,Y,2021-05-24
HY372265,22022,2015-08-07 02:42:00,5,532,SHOT,Y,2021-06-18
HY383014,22032,2015-08-15 02:05:00,11,1123,SHOT,Y,2020-08-15
HY394808,22048,2015-08-23 20:37:00,15,1531,SHOT,Y,2021-11-28
HY414739,22087,2015-09-08 03:06:00,17,1731,SHOT,Y,2020-07-16
HY438692,25569,2015-09-26 03:52:00,24,2431,SHOT,Y,2020-10-24
HY443182,22128,2015-09-29 14:56:00,3,334,SHOT,Y,2020-11-20
HY458595,22143,2015-10-12 03:05:00,12,1231,SHOT,Y,2019-07-08
HY512586,22188,2015-11-23 18:00:00,16,1633,SHOT,Y,2020-08-25
HY515665,22191,2015-11-26 13:21:00,24,2413,SHOT,Y,2019-11-14
HY538907,22222,2015-12-16 04:45:00,25,2532,STABBED,Y,2019-04-08
HZ123801,22283,2016-01-21 19:19:00,11,1111,SHOT,Y,2021-12-13
HZ138606,22311,2016-02-03 08:17:00,15,1532,SHOT,Y,2021-07-19
HZ143553,22322,2016-02-07 12:54:00,11,1112,SHOT,Y,2020-01-09
HZ144354,22323,2016-02-08 09:59:00,7,735,SHOT,Y,2019-04-25
HZ188579,22378,2016-03-15 19:35:00,7,724,SHOT,Y,2020-08-02
HZ222268,22421,2016-04-11 19:35:00,10,1031,SHOT,Y,2019-05-14
HZ245274,22488,2016-04-29 20:00:00,7,723,SHOT,Y,2019-09-13
HZ254577,22458,2016-05-07 01:41:00,7,732,SHOT,Y,2020-07-30
HZ256216,22462,2016-05-08 13:10:00,11,1115,SHOT,Y,2021-10-18
HZ256331,22461,2016-05-08 15:21:00,11,1133,SHOT,Y,2020-10-17
HZ259178,22468,2016-05-10 17:52:00,6,612,SHOT,Y,2020-08-27
HZ273076,22497,2016-05-21 00:21:00,2,225,SHOT,Y,2020-07-02
HZ278320,22502,2016-05-24 20:41:00,2,232,SHOT,Y,2020-05-04
HZ291191,22517,2016-06-02 22:52:00,11,1133,SHOT,Y,2019-06-28
HZ292845,22523,2016-06-04 05:17:00,7,726,SHOT,Y,2019-09-25
HZ298642,22531,2016-06-08 13:40:00,11,1121,SHOT,Y,2021-10-16
HZ310233,22880,2016-06-15 22:55:00,4,423,BLUNT FORCE INJURY,Y,2021-07-05
HZ320805,22576,2016-06-23 21:59:00,11,1113,SHOT,Y,2020-08-21
HZ353096,22627,2016-07-17 19:40:00,15,1532,SHOT,Y,2019-10-15
HZ370588,22657,2016-07-30 03:20:00,15,1533,SHOT,Y,2019-10-04
HZ380183,22671,2016-08-06 00:31:00,24,2413,SHOT,Y,2019-02-20
HZ385494,22689,2016-08-09 20:27:00,24,2424,SHOT,Y,2019-04-25
HZ401504,22721,2016-08-21 16:36:00,11,1114,SHOT,Y,2019-02-13
HZ478558,22857,2016-10-17 22:40:00,7,733,SHOT,Y,2021-09-27
HZ485272,22865,2016-10-23 02:08:00,10,1021,SHOT,Y,2020-11-23
HZ493460,22885,2016-10-29 01:23:00,15,1522,SHOT,Y,2019-11-20
HZ494532,22894,2016-10-29 19:32:00,6,614,SHOT,Y,2019-05-29
HZ505589,22930,2016-11-06 23:19:00,6,632,STABBED,Y,2019-09-14
HZ521215,22964,2016-11-19 00:18:00,8,822,SHOT,Y,2019-06-26
HZ539266,23001,2016-12-04 03:07:00,3,312,SHOT,Y,2019-11-26
HZ553266,23020,2016-12-16 01:07:00,10,1014,SHOT,Y,2020-10-27
HZ555612,23030,2016-12-18 00:52:00,17,1724,SHOT,Y,2019-03-18
HZ563253,23034,2016-12-23 22:50:00,15,1523,SHOT,Y,2021-11-28
HZ563253,23035,2016-12-23 23:15:00,15,1523,SHOT,Y,2021-11-28
HZ565767,23050,2016-12-26 17:51:00,9,924,SHOT,Y,2019-07-24
JA105744,23065,2017-01-05 23:13:00,2,221,SHOT,Y,2021-06-03
JA121411,23092,2017-01-19 09:11:00,7,733,SHOT,Y,2019-07-16
JA153356,23134,2017-02-14 11:56:00,3,331,SHOT,Y,2019-04-23
JA166401,23167,2017-02-25 00:53:00,3,321,SHOT,Y,2019-02-14
JA166401,23168,2017-02-25 00:53:00,3,321,SHOT,Y,2019-02-14
JA173527,23173,2017-03-03 13:45:00,3,324,BLUNT FORCE INJURY,Y,2020-01-29
JA177720,23176,2017-03-06 23:40:00,9,911,SHOT,Y,2021-12-15
JA198984,23213,2017-03-24 15:20:00,7,735,SHOT,Y,2020-10-28
JA208557,23223,2017-04-01 12:35:00,25,2522,SHOT,Y,2021-04-01
JA235987,23254,2017-04-23 13:06:00,5,511,SHOT,Y,2019-12-31
JA237720,23259,2017-04-24 19:32:00,12,1222,SHOT,Y,2020-04-29
JA241882,23266,2017-04-27 20:47:00,25,2521,SHOT,Y,2019-05-17
JA243152,23263,2017-04-28 19:01:00,15,1524,SHOT,Y,2021-12-20
JA245787,23267,2017-05-01 01:43:00,9,923,SHOT,Y,2019-07-10
JA253803,24320,2017-05-07 02:26:00,25,2533,ASSAULT,Y,2019-05-30
JA270280,23313,2017-05-19 09:15:00,10,1022,SHOT,Y,2021-11-01
JA274251,23304,2017-05-22 11:26:00,6,614,SHOT,Y,2021-01-04
JA005060,23306,2017-05-23 02:11:00,4,432,SHOT,Y,2020-05-28
JA288087,23333,2017-06-01 15:27:00,15,1522,SHOT,Y,2020-03-11
JA288456,23326,2017-06-01 16:28:00,11,1112,SHOT,Y,2020-10-27
JA298661,23346,2017-06-08 22:08:00,3,313,SHOT,Y,2019-10-29
JA345660,25970,2017-06-12 22:20:00,11,1132,ASSAULT,Y,2021-06-02
JA305160,23362,2017-06-13 14:18:00,8,835,SHOT,Y,2021-09-27
JA305578,23364,2017-06-13 18:37:00,2,222,SHOT,Y,2020-11-02
JA340827,23431,2017-07-09 12:37:00,6,634,STABBED,Y,2019-11-11
JA348390,23448,2017-07-14 22:43:00,4,432,SHOT,Y,2019-11-13
JA348414,23449,2017-07-14 23:13:00,4,432,SHOT,Y,2021-07-21
JA367390,23484,2017-07-28 17:40:00,25,2532,SHOT,Y,2021-03-23
JA384701,23504,2017-08-09 20:33:00,8,825,SHOT,Y,2020-05-25
JA389130,23512,2017-08-13 06:52:00,19,1913,SHOT,Y,2021-04-27
JA398642,23534,2017-08-20 04:28:00,24,2422,SHOT,Y,2019-10-08
JA406427,23547,2017-08-25 23:19:00,7,712,SHOT,Y,2021-02-11
JA407726,23544,2017-08-27 01:35:00,3,312,SHOT,Y,2019-04-03
JA420481,23563,2017-09-06 05:17:00,15,1522,SHOT,Y,2020-03-18
JA446387,23744,2017-09-25 16:30:00,3,311,STRANGULATION,Y,2019-03-26
JA460811,23625,2017-10-06 14:07:00,17,1723,SHOT,Y,2020-12-30
JA496632,23680,2017-11-02 22:06:00,5,522,SHOT,Y,2021-03-05
JA502788,23686,2017-11-07 16:34:00,9,911,SHOT,Y,2020-11-11
JA511674,23694,2017-11-14 16:08:00,15,1522,SHOT,Y,2021-12-30
JA524016,23710,2017-11-24 19:59:00,3,312,SHOT,Y,2021-12-08
JA532283,23717,2017-12-01 12:37:00,11,1133,SHOT,Y,2019-01-30
JA549523,23734,2017-12-14 20:01:00,9,912,SHOT,Y,2019-02-26
JA552276,23739,2017-12-17 01:54:00,11,1111,SHOT,Y,2020-01-02
JA552283,23738,2017-12-17 01:58:00,12,1213,BLUNT FORCE INJURY,Y,2019-11-08
JA560775,23748,2017-12-23 14:30:00,15,1523,SHOT,Y,2021-12-01
JB105765,23763,2018-01-05 18:05:00,15,1523,SHOT,Y,2020-04-13
JB112212,23775,2018-01-11 11:27:00,15,1523,SHOT,Y,2021-12-06
JB137001,23801,2018-01-31 23:12:00,11,1131,SHOT,Y,2019-12-05
JB137001,23800,2018-01-31 23:12:00,11,1131,SHOT,Y,2019-12-05
JB139324,23804,2018-02-02 22:15:00,11,1124,STABBED,Y,2019-01-16
JB156223,23828,2018-02-18 05:49:00,8,834,SHOT,Y,2019-09-23
JB164505,23841,2018-02-25 03:39:00,15,1513,SHOT,Y,2019-07-02
JB166417,23843,2018-02-26 19:04:00,5,532,STABBED,Y,2019-03-12
JB174135,23848,2018-03-05 09:21:00,15,1522,SHOT,Y,2019-12-21
JB189927,23864,2018-03-17 22:13:00,9,931,SHOT,Y,2019-04-30
JB195772,23872,2018-03-22 16:29:00,9,924,SHOT,Y,2019-12-27
JB210902,23881,2018-04-04 10:00:00,15,1512,STABBED,Y,2019-11-20
JB213540,23884,2018-04-06 11:40:00,4,423,STABBED,Y,2019-05-14
JB226384,23893,2018-04-16 17:40:00,7,713,SHOT,Y,2020-10-08
JB232992,23902,2018-04-21 23:24:00,6,634,SHOT,Y,2021-03-05
JB239091,23913,2018-04-26 17:32:00,11,1115,SHOT,Y,2020-09-17
JB243882,23917,2018-04-30 13:48:00,12,1233,SHOT,Y,2019-02-06
JB262133,23938,2018-05-13 17:20:00,18,1832,STABBED,Y,2019-11-18
JB263673,23940,2018-05-14 19:20:00,25,2521,STABBED,Y,2019-03-26
JB268112,23946,2018-05-18 02:00:00,2,212,SHOT,Y,2021-09-13
JB269440,23948,2018-05-18 23:34:00,3,333,SHOT,Y,2021-02-04
JB271122,23951,2018-05-20 12:09:00,10,1012,SHOT,Y,2019-05-09
JB273286,23953,2018-05-22 02:44:00,14,1411,SHOT,Y,2019-06-26
JB284616,23965,2018-05-30 01:28:00,1,123,SHOT,Y,2019-05-14
JB286710,23967,2018-05-31 12:50:00,15,1533,SHOT,Y,2021-12-01
JB297704,23980,2018-06-08 00:27:00,14,1423,SHOT,Y,2019-04-19
JB298782,23982,2018-06-08 19:01:00,10,1021,SHOT,Y,2019-12-31
JB308785,24005,2018-06-15 22:43:00,2,234,SHOT,Y,2019-12-27
JB308725,24002,2018-06-15 22:50:00,7,722,SHOT,Y,2019-12-26
JB310763,24016,2018-06-17 12:25:00,8,832,BLUNT FORCE INJURY,Y,2019-08-11
JB311624,24012,2018-06-18 04:50:00,12,1233,SHOT,Y,2020-06-06
JB311624,24011,2018-06-18 04:50:00,12,1233,SHOT,Y,2020-06-06
JB311641,24031,2018-06-18 05:30:00,11,1114,SHOT,Y,2021-08-31
JB314967,24020,2018-06-20 11:47:00,7,725,SHOT,Y,2019-04-24
JB320901,24023,2018-06-24 18:03:00,5,532,SHOT,Y,2021-09-01
JB328771,24032,2018-06-30 02:57:00,2,225,SHOT,Y,2019-03-11
JB337190,24405,2018-07-05 20:33:00,10,1023,STABBED,Y,2019-04-03
JB340227,24039,2018-07-08 00:36:00,5,513,SHOT,Y,2019-03-29
JB340723,24041,2018-07-08 12:18:00,15,1524,SHOT,Y,2019-06-05
JB345230,24048,2018-07-11 14:13:00,6,624,SHOT,Y,2019-01-09
JB345903,24052,2018-07-11 23:16:00,24,2411,SHOT,Y,2021-05-14
JB350418,24059,2018-07-15 07:16:00,11,1111,SHOT,Y,2019-04-05
JB358768,24074,2018-07-21 07:41:00,11,1112,SHOT,Y,2019-06-14
JB361858,24097,2018-07-23 14:42:00,10,1032,SHOT,Y,2019-12-31
JB365528,24082,2018-07-26 00:48:00,9,934,SHOT,Y,2019-06-19
JB368403,24088,2018-07-27 23:56:00,9,932,SHOT,Y,2019-03-22
JB372197,24095,2018-07-30 19:55:00,2,223,SHOT,Y,2019-04-04
JB372406,24096,2018-07-31 01:10:00,6,612,SHOT,Y,2021-05-24
JB377985,24100,2018-08-03 19:57:00,4,421,SHOT,Y,2020-10-20
JB380599,24109,2018-08-05 16:17:00,6,621,SHOT,Y,2019-04-17
JB380921,24111,2018-08-05 20:28:00,6,612,OTHER,Y,2020-02-08
JB385627,24216,2018-08-06 23:59:00,5,524,OTHER,Y,2019-12-20
JB384129,24124,2018-08-08 02:02:00,7,732,SHOT,Y,2019-11-09
JB387090,24126,2018-08-10 08:10:00,9,921,SHOT,Y,2019-02-19
