case_number,id,date,injury_type,cleared,date_clear,beat,district,time_to_clear
HH572150,1678.0,2002-08-11 00:00:00,SHOT,Y,2002-08-20,1222.0,12.0,9.0
HH572200,1679.0,2002-08-11 00:00:00,SHOT,Y,2003-01-10,1522.0,15.0,152.0
HH572406,1680.0,2002-08-11 00:00:00,SHOT,Y,2002-08-15,1311.0,13.0,4.0
HH572637,1681.0,2002-08-11 00:00:00,STABBED,Y,2002-08-20,324.0,3.0,9.0
HH573763,1724.0,2002-08-11 00:00:00,OTHER,Y,2007-11-20,1923.0,19.0,1927.0
HH574203,1682.0,2002-08-11 00:00:00,SHOT,N,,2524.0,25.0,
HH575108,1683.0,2002-08-12 00:00:00,SHOT,Y,2006-11-21,1313.0,13.0,1562.0
HH576533,1685.0,2002-08-12 00:00:00,SHOT,Y,2002-08-14,1524.0,15.0,2.0
HH576930,1684.0,2002-08-13 00:00:00,SHOT,Y,2002-08-19,911.0,9.0,6.0
HH579186,1687.0,2002-08-14 00:00:00,STRANGULATION,N,,811.0,8.0,
HH581113,1686.0,2002-08-14 00:00:00,SHOT,N,,1122.0,11.0,
HH581311,1688.0,2002-08-15 00:00:00,SHOT,Y,2002-08-23,1132.0,11.0,8.0
HH581365,1690.0,2002-08-15 00:00:00,SHOT,Y,2002-08-16,2534.0,25.0,1.0
HH583285,1689.0,2002-08-15 00:00:00,SHOT,Y,2003-01-10,1133.0,11.0,148.0
HH583559,1691.0,2002-08-16 00:00:00,SHOT,N,,934.0,9.0,
HH583903,1692.0,2002-08-16 00:00:00,ASSAULT,N,,732.0,7.0,
HH584953,1693.0,2002-08-16 00:00:00,BLUNT FORCE INJURY,Y,2002-08-19,1524.0,15.0,3.0
HH586005,1694.0,2002-08-17 00:00:00,SHOT,N,,1913.0,19.0,
HH586727,1695.0,2002-08-17 00:00:00,SHOT,Y,2002-09-04,1131.0,11.0,18.0
HH588145,1696.0,2002-08-18 00:00:00,SHOT,Y,2003-01-23,1411.0,14.0,158.0
HH593305,1697.0,2002-08-20 00:00:00,SHOT,Y,2002-08-22,631.0,6.0,2.0
HH594303,1698.0,2002-08-21 00:00:00,SHOT,Y,2006-07-14,524.0,5.0,1423.0
HH597358,1699.0,2002-08-22 00:00:00,STRANGULATION,Y,2013-09-17,1133.0,11.0,4044.0
HH601181,1702.0,2002-08-24 00:00:00,SHOT,Y,2002-08-27,726.0,7.0,3.0
HH601174,1703.0,2002-08-24 00:00:00,SHOT,Y,2007-10-04,713.0,7.0,1867.0
HH602080,1701.0,2002-08-24 00:00:00,SHOT,N,,234.0,2.0,
HH603457,1704.0,2002-08-25 00:00:00,STRANGULATION,N,,1712.0,17.0,
HH607466,1708.0,2002-08-27 00:00:00,SHOT,Y,2002-08-30,1723.0,17.0,3.0
HH607489,1705.0,2002-08-27 00:00:00,SHOT,Y,2002-08-29,531.0,5.0,2.0
HH609520,1706.0,2002-08-28 00:00:00,STABBED,Y,2002-11-22,834.0,8.0,86.0
HH609705,1707.0,2002-08-28 00:00:00,STABBED,Y,2002-11-21,833.0,8.0,85.0
HR109210,1710.0,2002-08-28 00:00:00,SHOT,Y,2017-07-06,133.0,1.0,5426.0
HH610681,1709.0,2002-08-28 00:00:00,SHOT,Y,2002-10-07,934.0,9.0,40.0
HH611379,1711.0,2002-08-28 00:00:00,SHOT,N,,933.0,9.0,
HH611790,1712.0,2002-08-29 00:00:00,SHOT,N,,1513.0,15.0,
HH613917,1713.0,2002-08-30 00:00:00,SHOT,N,,714.0,7.0,
HH614198,1714.0,2002-08-30 00:00:00,SHOT,Y,2002-09-09,814.0,8.0,10.0
HH615734,1716.0,2002-08-30 00:00:00,STABBED,N,,2232.0,22.0,
HH615807,1715.0,2002-08-30 00:00:00,STABBED,Y,2003-05-29,631.0,6.0,272.0
HH616094,1717.0,2002-08-30 00:00:00,SHOT,N,,424.0,4.0,
HH616299,1718.0,2002-08-31 00:00:00,SHOT,Y,2003-03-05,1724.0,17.0,186.0
HH617348,1719.0,2002-08-31 00:00:00,STRANGULATION,Y,2002-09-09,1014.0,10.0,9.0
HH617449,1729.0,2002-08-31 00:00:00,ASSAULT,Y,2002-09-03,2515.0,25.0,3.0
HH617664,1720.0,2002-08-31 00:00:00,STABBED,N,,1323.0,13.0,
HH617694,1721.0,2002-08-31 00:00:00,SHOT,Y,2002-09-04,725.0,7.0,4.0
HH617740,1722.0,2002-08-31 00:00:00,SHOT,N,,1011.0,10.0,
HH618137,1726.0,2002-09-01 00:00:00,SHOT,Y,2002-12-11,1522.0,15.0,101.0
HH618363,1728.0,2002-09-01 00:00:00,SHOT,Y,2002-09-03,223.0,2.0,2.0
HH619321,1730.0,2002-09-01 00:00:00,SHOT,N,,1524.0,15.0,
HH618369,1727.0,2002-09-01 00:00:00,SHOT,Y,2002-09-09,2522.0,25.0,8.0
HH621385,1732.0,2002-09-02 00:00:00,SHOT,N,,712.0,7.0,
HH621520,1733.0,2002-09-02 00:00:00,SHOT,N,,726.0,7.0,
HH621797,1734.0,2002-09-02 00:00:00,SHOT,N,,411.0,4.0,
HH621996,1735.0,2002-09-03 00:00:00,SHOT,N,,1031.0,10.0,
HH624520,1745.0,2002-09-04 00:00:00,ASSAULT,N,,1724.0,17.0,
HH626608,1736.0,2002-09-04 00:00:00,SHOT,Y,2002-11-04,1623.0,16.0,61.0
HH630073,1737.0,2002-09-06 00:00:00,ASSAULT,Y,2002-09-13,2312.0,23.0,7.0
HH631496,1738.0,2002-09-07 00:00:00,SHOT,Y,2002-10-03,1134.0,11.0,26.0
HH631519,1739.0,2002-09-07 00:00:00,SHOT,Y,2018-08-14,1511.0,15.0,5820.0
HH631714,1740.0,2002-09-07 00:00:00,STRANGULATION,N,,1111.0,11.0,
HH631717,1741.0,2002-09-07 00:00:00,STRANGULATION,N,,1331.0,13.0,
HH644925,1791.0,2002-09-07 00:00:00,ASSAULT,Y,2003-04-29,2222.0,22.0,234.0
HH633180,1742.0,2002-09-07 00:00:00,SHOT,Y,2002-10-24,1822.0,18.0,47.0
HH633400,1743.0,2002-09-08 00:00:00,SHOT,N,,2534.0,25.0,
HH635313,1744.0,2002-09-08 00:00:00,SHOT,Y,2002-09-12,925.0,9.0,4.0
HH637210,1746.0,2002-09-09 00:00:00,SHOT,N,,433.0,4.0,
HH638914,1747.0,2002-09-10 00:00:00,SHOT,N,,1732.0,17.0,
HH639739,1748.0,2002-09-10 00:00:00,STRANGULATION,Y,2003-09-30,1913.0,19.0,385.0
HH640653,1749.0,2002-09-11 00:00:00,SHOT,N,,311.0,3.0,
HH641312,1750.0,2002-09-11 00:00:00,SHOT,Y,2002-10-24,333.0,3.0,43.0
HH641455,1751.0,2002-09-11 00:00:00,STABBED,N,,1711.0,17.0,
HH641455,1752.0,2002-09-11 00:00:00,STABBED,N,,1711.0,17.0,
HH642046,1753.0,2002-09-11 00:00:00,ASSAULT,Y,2002-09-17,2431.0,24.0,6.0
HH643826,1754.0,2002-09-12 00:00:00,STABBED,Y,2002-09-27,233.0,2.0,15.0
HH644308,1756.0,2002-09-13 00:00:00,SHOT,Y,2002-12-12,322.0,3.0,90.0
HH646452,1757.0,2002-09-13 00:00:00,SHOT,Y,2004-11-08,624.0,6.0,787.0
HH646871,1758.0,2002-09-14 00:00:00,SHOT,Y,2003-01-17,1032.0,10.0,125.0
HH648843,1759.0,2002-09-15 00:00:00,SHOT,N,,223.0,2.0,
HH648843,1760.0,2002-09-15 00:00:00,SHOT,N,,223.0,2.0,
HH648847,1761.0,2002-09-15 00:00:00,SHOT,N,,522.0,5.0,
HH650325,1762.0,2002-09-15 00:00:00,SHOT,Y,2007-04-13,1122.0,11.0,1671.0
HH653019,1763.0,2002-09-17 00:00:00,SHOT,Y,2007-10-12,1822.0,18.0,1851.0
HH653536,1768.0,2002-09-17 00:00:00,ASSAULT,Y,2003-02-28,633.0,6.0,164.0
HH655203,1765.0,2002-09-17 00:00:00,STABBED,Y,2003-05-23,212.0,2.0,248.0
HH655371,1764.0,2002-09-18 00:00:00,SHOT,N,,2533.0,25.0,
HH657380,1767.0,2002-09-18 00:00:00,SHOT,N,,714.0,7.0,
HH657531,1766.0,2002-09-19 00:00:00,SHOT,N,,324.0,3.0,
HH660094,1769.0,2002-09-20 00:00:00,OTHER,Y,2002-09-24,2113.0,21.0,4.0
HH661531,1770.0,2002-09-20 00:00:00,STABBED,Y,2011-06-02,935.0,9.0,3177.0
HH661758,1775.0,2002-09-20 00:00:00,SHOT,Y,2006-03-14,1522.0,15.0,1271.0
HH662108,1771.0,2002-09-21 00:00:00,SHOT,N,,711.0,7.0,
HH662108,1772.0,2002-09-21 00:00:00,SHOT,N,,711.0,7.0,
HH664290,1774.0,2002-09-22 00:00:00,SHOT,Y,2002-10-07,1023.0,10.0,15.0
HH664722,1790.0,2002-09-22 00:00:00,ASSAULT,Y,2002-11-25,1532.0,15.0,64.0
HH665724,1773.0,2002-09-22 00:00:00,SHOT,Y,2012-09-22,935.0,9.0,3653.0
HH668336,1725.0,2002-09-23 00:00:00,SHOT,N,,725.0,7.0,
HH669871,1776.0,2002-09-24 00:00:00,SHOT,N,,823.0,8.0,
HH670534,1777.0,2002-09-24 00:00:00,SHOT,Y,2006-04-06,422.0,4.0,1290.0
HH670599,1779.0,2002-09-25 00:00:00,SHOT,Y,2002-09-26,1012.0,10.0,1.0
HH670629,1778.0,2002-09-25 00:00:00,SHOT,N,,632.0,6.0,
HH672882,24548.0,2002-09-26 00:00:00,SHOT,N,,1011.0,10.0,
HH674795,1780.0,2002-09-26 00:00:00,SHOT,Y,2004-05-05,1011.0,10.0,587.0
HH676771,1782.0,2002-09-27 00:00:00,SHOT,Y,2008-04-01,1511.0,15.0,2013.0
HH678223,1781.0,2002-09-28 00:00:00,ASSAULT,Y,2002-12-19,1913.0,19.0,82.0
HH679276,1786.0,2002-09-28 00:00:00,STABBED,Y,2002-10-03,1511.0,15.0,5.0
HH679277,1783.0,2002-09-28 00:00:00,SHOT,N,,1011.0,10.0,
HH679364,1784.0,2002-09-29 00:00:00,SHOT,Y,2003-07-29,1125.0,11.0,303.0
HH679636,1787.0,2002-09-29 00:00:00,SHOT,N,,1533.0,15.0,
HH681465,1789.0,2002-09-29 00:00:00,SHOT,Y,2010-03-11,1531.0,15.0,2720.0
HH681321,1785.0,2002-09-29 00:00:00,SHOT,Y,2002-10-03,1033.0,10.0,4.0
HH681352,1788.0,2002-09-29 00:00:00,SHOT,Y,2002-12-24,2424.0,24.0,86.0
HH683692,1792.0,2002-10-01 00:00:00,SHOT,N,,824.0,8.0,
HH683857,1793.0,2002-10-01 00:00:00,SHOT,N,,823.0,8.0,
HH686243,1794.0,2002-10-02 00:00:00,STABBED,Y,2002-10-03,1513.0,15.0,1.0
HH688136,1795.0,2002-10-02 00:00:00,STABBED,N,,811.0,8.0,
HH688494,1796.0,2002-10-03 00:00:00,SHOT,N,,411.0,4.0,
HH690739,1797.0,2002-10-04 00:00:00,SHOT,Y,2002-10-07,915.0,9.0,3.0
HJ673789,2424.0,2002-10-05 00:00:00,SHOT,Y,2003-10-29,814.0,8.0,389.0
HH695216,1798.0,2002-10-05 00:00:00,SHOT,N,,731.0,7.0,
HH695333,1800.0,2002-10-06 00:00:00,SHOT,N,,1412.0,14.0,
HH695334,1801.0,2002-10-06 00:00:00,SHOT,Y,2003-12-29,432.0,4.0,449.0
HH695437,1799.0,2002-10-06 00:00:00,SHOT,N,,1022.0,10.0,
HH689973,1802.0,2002-10-07 00:00:00,SHOT,N,,713.0,7.0,
HH699388,1803.0,2002-10-07 00:00:00,SHOT,N,,2532.0,25.0,
HH700881,1804.0,2002-10-08 00:00:00,SHOT,N,,2223.0,22.0,
HH701574,1805.0,2002-10-08 00:00:00,SHOT,Y,2002-10-23,1911.0,19.0,15.0
HH701910,1806.0,2002-10-09 00:00:00,SHOT,Y,2012-11-19,1111.0,11.0,3694.0
HH702287,1811.0,2002-10-09 00:00:00,ASSAULT,Y,2002-10-15,1433.0,14.0,6.0
HH702084,1807.0,2002-10-09 00:00:00,SHOT,N,,1313.0,13.0,
HH703983,1808.0,2002-10-09 00:00:00,SHOT,Y,2007-12-05,2534.0,25.0,1883.0
HH706077,1809.0,2002-10-10 00:00:00,SHOT,N,,624.0,6.0,
HH706343,1813.0,2002-10-11 00:00:00,STRANGULATION,Y,2003-02-21,324.0,3.0,133.0
HH706227,1810.0,2002-10-11 00:00:00,SHOT,N,,1034.0,10.0,
HJ687897,2438.0,2002-10-12 00:00:00,SHOT,N,,2223.0,22.0,
HH708631,1814.0,2002-10-12 00:00:00,SHOT,Y,2003-01-22,2524.0,25.0,102.0
HH710656,1815.0,2002-10-12 00:00:00,SHOT,N,,632.0,6.0,
HH711466,1816.0,2002-10-13 00:00:00,SHOT,Y,2002-10-17,2532.0,25.0,4.0
HH714783,1817.0,2002-10-15 00:00:00,SHOT,N,,2222.0,22.0,
HH718358,1820.0,2002-10-16 00:00:00,SHOT,N,,933.0,9.0,
HH721225,1819.0,2002-10-17 00:00:00,SHOT,Y,2002-12-23,1122.0,11.0,67.0
HH723696,1821.0,2002-10-19 00:00:00,SHOT,Y,2002-10-24,1824.0,18.0,5.0
HH725105,1847.0,2002-10-19 00:00:00,SHOT,Y,2003-01-24,722.0,7.0,97.0
HH725850,1822.0,2002-10-20 00:00:00,SHOT,N,,825.0,8.0,
HH726010,1823.0,2002-10-20 00:00:00,SHOT,Y,2002-10-23,134.0,1.0,3.0
HH726148,1825.0,2002-10-20 00:00:00,ASSAULT,N,,1121.0,11.0,
HH729823,1824.0,2002-10-21 00:00:00,SHOT,N,,1513.0,15.0,
HH730152,1826.0,2002-10-22 00:00:00,SHOT,N,,832.0,8.0,
HH730148,1827.0,2002-10-22 00:00:00,SHOT,N,,1124.0,11.0,
HH731557,1848.0,2002-10-22 00:00:00,ASPHYXIATION,Y,2003-08-22,1622.0,16.0,304.0
HH736360,1828.0,2002-10-24 00:00:00,SHOT,N,,2221.0,22.0,
HH738687,1836.0,2002-10-25 00:00:00,SHOT,Y,2006-06-20,1913.0,19.0,1334.0
HH738763,1845.0,2002-10-26 00:00:00,SHOT,N,,221.0,2.0,
HH738888,1832.0,2002-10-26 00:00:00,SHOT,Y,2005-06-30,1531.0,15.0,978.0
HH738935,1829.0,2002-10-26 00:00:00,SHOT,N,,913.0,9.0,
HH738998,1846.0,2002-10-26 00:00:00,ASSAULT,N,,2422.0,24.0,
HH738977,1831.0,2002-10-26 00:00:00,SHOT,Y,2002-12-16,1023.0,10.0,51.0
HH739327,1830.0,2002-10-26 00:00:00,SHOT,N,,324.0,3.0,
HH740602,1833.0,2002-10-26 00:00:00,SHOT,N,,2534.0,25.0,
HH740642,1834.0,2002-10-26 00:00:00,SHOT,Y,2002-11-07,2512.0,25.0,12.0
HH741151,1835.0,2002-10-27 00:00:00,SHOT,N,,1111.0,11.0,
HH741242,1838.0,2002-10-27 00:00:00,SHOT,N,,2515.0,25.0,
HH744832,1837.0,2002-10-28 00:00:00,SHOT,Y,2003-10-28,1134.0,11.0,365.0
HH745761,1839.0,2002-10-29 00:00:00,SHOT,N,,1021.0,10.0,
HH747049,1840.0,2002-10-29 00:00:00,SHOT,Y,2003-02-07,1031.0,10.0,101.0
HH747239,1842.0,2002-10-30 00:00:00,SHOT,Y,2005-07-20,532.0,5.0,994.0
HH749091,1841.0,2002-10-30 00:00:00,SHOT,Y,2004-02-26,513.0,5.0,484.0
HH749335,1843.0,2002-10-31 00:00:00,SHOT,Y,2005-03-08,832.0,8.0,859.0
HH750870,1844.0,2002-10-31 00:00:00,SHOT,N,,1412.0,14.0,
HH751632,1849.0,2002-11-01 00:00:00,SHOT,Y,2002-11-04,411.0,4.0,3.0
HH755009,1850.0,2002-11-02 00:00:00,SHOT,N,,533.0,5.0,
HH755514,1851.0,2002-11-02 00:00:00,SHOT,Y,2002-11-08,1121.0,11.0,6.0
HH759900,1852.0,2002-11-05 00:00:00,SHOT,Y,2002-12-05,1135.0,11.0,30.0
HH760200,1863.0,2002-11-05 00:00:00,ASSAULT,Y,2003-10-03,823.0,8.0,332.0
HH761116,1853.0,2002-11-05 00:00:00,SHOT,Y,2004-08-13,1531.0,15.0,647.0
HH761664,1854.0,2002-11-05 00:00:00,SHOT,Y,2010-08-30,1112.0,11.0,2855.0
HH761925,1855.0,2002-11-06 00:00:00,SHOT,N,,731.0,7.0,
HH765314,1856.0,2002-11-07 00:00:00,SHOT,N,,324.0,3.0,
HH765859,1857.0,2002-11-08 00:00:00,SHOT,Y,2003-01-14,632.0,6.0,67.0
HH767627,1858.0,2002-11-08 00:00:00,SHOT,Y,2002-11-12,833.0,8.0,4.0
HH767760,1859.0,2002-11-09 00:00:00,SHOT,N,,913.0,9.0,
HH769051,1877.0,2002-11-09 00:00:00,ASSAULT,Y,2002-11-27,512.0,5.0,18.0
HH769051,1945.0,2002-11-09 00:00:00,ASSAULT,Y,2002-12-31,512.0,5.0,52.0
HH770139,1860.0,2002-11-10 00:00:00,SHOT,Y,2014-10-02,1121.0,11.0,4344.0
HH771665,1861.0,2002-11-10 00:00:00,SHOT,Y,2002-11-13,1533.0,15.0,3.0
HH774871,1862.0,2002-11-12 00:00:00,SHOT,N,,2534.0,25.0,
HH777608,1864.0,2002-11-13 00:00:00,STABBED,Y,2002-11-18,2523.0,25.0,5.0
HH779117,1865.0,2002-11-14 00:00:00,STABBED,Y,2003-12-29,412.0,4.0,410.0
HH781327,1866.0,2002-11-15 00:00:00,SHOT,Y,2002-12-13,513.0,5.0,28.0
HH783159,1867.0,2002-11-16 00:00:00,STRANGULATION,Y,2003-12-29,824.0,8.0,408.0
HH784669,1869.0,2002-11-17 00:00:00,SHOT,N,,725.0,7.0,
HH785166,2411.0,2002-11-17 00:00:00,ASSAULT,Y,2003-12-30,1022.0,10.0,408.0
HH785728,1868.0,2002-11-17 00:00:00,SHOT,N,,711.0,7.0,
HH786318,1870.0,2002-11-18 00:00:00,ASSAULT,N,,835.0,8.0,
HH786759,1871.0,2002-11-18 00:00:00,SHOT,Y,2003-04-24,431.0,4.0,157.0
HH786759,1872.0,2002-11-18 00:00:00,SHOT,Y,2003-04-24,431.0,4.0,157.0
HH788124,1873.0,2002-11-18 00:00:00,SHOT,N,,913.0,9.0,
HH788288,1874.0,2002-11-19 00:00:00,SHOT,N,,1112.0,11.0,
HH789301,1875.0,2002-11-19 00:00:00,SHOT,Y,2002-12-06,1012.0,10.0,17.0
HH790119,1876.0,2002-11-19 00:00:00,SHOT,N,,824.0,8.0,
HH794107,1878.0,2002-11-21 00:00:00,SHOT,N,,623.0,6.0,
HH794486,1879.0,2002-11-22 00:00:00,SHOT,Y,2003-10-21,631.0,6.0,333.0
HH797840,1880.0,2002-11-23 00:00:00,BLUNT FORCE INJURY,Y,2002-11-25,1633.0,16.0,2.0
HH798189,1881.0,2002-11-23 00:00:00,SHOT,N,,213.0,2.0,
HH798371,1882.0,2002-11-24 00:00:00,SHOT,Y,2002-11-29,134.0,1.0,5.0
HH799714,1883.0,2002-11-24 00:00:00,SHOT,Y,2003-04-01,623.0,6.0,128.0
HH806119,1884.0,2002-11-27 00:00:00,SHOT,Y,2002-12-02,1211.0,12.0,5.0
HH807596,1885.0,2002-11-28 00:00:00,SHOT,Y,2002-12-02,1523.0,15.0,4.0
HH811146,1893.0,2002-11-30 00:00:00,ASSAULT,Y,2002-12-11,915.0,9.0,11.0
HH811293,1887.0,2002-12-01 00:00:00,SHOT,Y,2009-03-20,735.0,7.0,2301.0
HH814559,1888.0,2002-12-02 00:00:00,SHOT,Y,2002-12-04,1023.0,10.0,2.0
HH814491,1889.0,2002-12-02 00:00:00,STABBED,N,,1532.0,15.0,
HH815599,1890.0,2002-12-03 00:00:00,STABBED,Y,2002-12-06,631.0,6.0,3.0
HH816889,1891.0,2002-12-03 00:00:00,SHOT,Y,2002-12-16,1111.0,11.0,13.0
HH817843,1892.0,2002-12-04 00:00:00,SHOT,Y,2003-03-07,1022.0,10.0,93.0
HH818229,1894.0,2002-12-04 00:00:00,SHOT,Y,2004-02-02,932.0,9.0,425.0
HH818918,1896.0,2002-12-05 00:00:00,SHOT,N,,513.0,5.0,
HH818969,1897.0,2002-12-05 00:00:00,SHOT,N,,1111.0,11.0,
HH820374,1898.0,2002-12-05 00:00:00,STABBED,N,,813.0,8.0,
HH820641,1899.0,2002-12-05 00:00:00,STABBED,Y,2002-12-18,1611.0,16.0,13.0
HH822106,1901.0,2002-12-06 00:00:00,SHOT,Y,2005-05-17,1823.0,18.0,893.0
HH822917,1902.0,2002-12-07 00:00:00,SHOT,Y,2004-01-09,413.0,4.0,398.0
HH823921,1903.0,2002-12-07 00:00:00,STABBED,Y,2002-12-19,1522.0,15.0,12.0
HH823907,1904.0,2002-12-07 00:00:00,SHOT,Y,2007-06-29,915.0,9.0,1665.0
HH825930,1905.0,2002-12-08 00:00:00,STABBED,Y,2002-12-20,414.0,4.0,12.0
HH826321,1906.0,2002-12-08 00:00:00,SHOT,N,,1311.0,13.0,
HH828492,1907.0,2002-12-10 00:00:00,SHOT,Y,2005-12-19,611.0,6.0,1105.0
HH829310,1908.0,2002-12-10 00:00:00,SHOT,N,,714.0,7.0,
HH830349,1909.0,2002-12-10 00:00:00,SHOT,Y,2002-12-20,1111.0,11.0,10.0
HH831226,1912.0,2002-12-11 00:00:00,SHOT,N,,821.0,8.0,
HH831734,1910.0,2002-12-11 00:00:00,SHOT,N,,424.0,4.0,
HH832129,1911.0,2002-12-11 00:00:00,STABBED,Y,2002-12-31,1233.0,12.0,20.0
HH832892,1913.0,2002-12-11 00:00:00,ASSAULT,Y,2002-12-13,1111.0,11.0,2.0
HH832865,1914.0,2002-12-12 00:00:00,SHOT,N,,611.0,6.0,
HH833660,1915.0,2002-12-12 00:00:00,SHOT,Y,2003-04-24,324.0,3.0,133.0
HH835080,1916.0,2002-12-13 00:00:00,STRANGULATION,N,,723.0,7.0,
HH835126,1917.0,2002-12-13 00:00:00,SHOT,Y,2003-07-24,1133.0,11.0,223.0
HH836328,1950.0,2002-12-13 00:00:00,SHOT,Y,2003-04-22,1522.0,15.0,130.0
HH836582,1918.0,2002-12-13 00:00:00,SHOT,Y,2010-09-22,1121.0,11.0,2840.0
HH837459,1919.0,2002-12-14 00:00:00,STRANGULATION,Y,2002-12-20,1611.0,16.0,6.0
HH837465,1920.0,2002-12-14 00:00:00,SHOT,N,,424.0,4.0,
HH837457,1921.0,2002-12-14 00:00:00,SHOT,N,,531.0,5.0,
HH839322,1922.0,2002-12-15 00:00:00,SHOT,Y,2003-02-21,424.0,4.0,68.0
HH842054,1924.0,2002-12-16 00:00:00,SHOT,Y,2002-12-18,711.0,7.0,2.0
HH842416,1928.0,2002-12-16 00:00:00,SHOT,N,,1112.0,11.0,
HH842576,1925.0,2002-12-16 00:00:00,SHOT,N,,1112.0,11.0,
HH843109,1926.0,2002-12-16 00:00:00,SHOT,Y,2005-12-21,633.0,6.0,1101.0
HH843187,1927.0,2002-12-17 00:00:00,SHOT,N,,324.0,3.0,
HH844492,1929.0,2002-12-17 00:00:00,SHOT,Y,2002-12-20,814.0,8.0,3.0
HH844810,1930.0,2002-12-17 00:00:00,SHOT,Y,2002-12-19,1031.0,10.0,2.0
HH845239,1931.0,2002-12-18 00:00:00,SHOT,N,,931.0,9.0,
HH848769,1932.0,2002-12-19 00:00:00,SHOT,Y,2003-12-31,423.0,4.0,377.0
HH849690,1933.0,2002-12-20 00:00:00,STRANGULATION,N,,512.0,5.0,
HH851488,1934.0,2002-12-21 00:00:00,SHOT,N,,2033.0,20.0,
HH851610,1935.0,2002-12-21 00:00:00,SHOT,N,,522.0,5.0,
HH851706,1936.0,2002-12-21 00:00:00,SHOT,N,,822.0,8.0,
HH853353,1989.0,2002-12-22 00:00:00,SHOT,Y,2003-08-22,1012.0,10.0,243.0
HH854889,1937.0,2002-12-22 00:00:00,SHOT,N,,1121.0,11.0,
HH854986,1938.0,2002-12-23 00:00:00,SHOT,Y,2003-10-27,611.0,6.0,308.0
HH855852,1939.0,2002-12-23 00:00:00,SHOT,Y,2004-08-20,1532.0,15.0,606.0
HH856670,1940.0,2002-12-23 00:00:00,SHOT,Y,2003-02-20,2223.0,22.0,59.0
HH856823,1941.0,2002-12-23 00:00:00,SHOT,N,,822.0,8.0,
HH856941,1942.0,2002-12-24 00:00:00,SHOT,Y,2002-12-30,531.0,5.0,6.0
HH857438,1943.0,2002-12-24 00:00:00,STABBED,Y,2002-12-31,1231.0,12.0,7.0
HH857950,1951.0,2002-12-24 00:00:00,ASSAULT,N,,733.0,7.0,
HH858269,1944.0,2002-12-24 00:00:00,SHOT,Y,2003-07-07,2523.0,25.0,195.0
HH858534,1946.0,2002-12-24 00:00:00,SHOT,Y,2003-01-14,2123.0,21.0,21.0
HH858682,1947.0,2002-12-25 00:00:00,ASSAULT,Y,2002-12-30,912.0,9.0,5.0
HH860642,1948.0,2002-12-26 00:00:00,ASPHYXIATION,Y,2002-12-30,923.0,9.0,4.0
HH860835,1953.0,2002-12-26 00:00:00,SHOT,Y,2004-01-16,731.0,7.0,386.0
HH862703,1949.0,2002-12-27 00:00:00,SHOT,Y,2004-02-09,1533.0,15.0,409.0
HH868360,1952.0,2002-12-30 00:00:00,SHOT,N,,423.0,4.0,
HJ102484,1957.0,2003-01-02 00:00:00,SHOT,Y,2004-05-17,825.0,8.0,501.0
HJ138495,1985.0,2003-01-03 00:00:00,STRANGULATION,Y,2011-03-08,1411.0,14.0,2986.0
HJ104730,1958.0,2003-01-03 00:00:00,SHOT,Y,2003-02-11,623.0,6.0,39.0
HJ104730,1959.0,2003-01-03 00:00:00,SHOT,Y,2003-02-11,623.0,6.0,39.0
HJ104730,1960.0,2003-01-03 00:00:00,SHOT,Y,2003-02-11,623.0,6.0,39.0
HJ104730,1961.0,2003-01-03 00:00:00,SHOT,Y,2003-02-11,623.0,6.0,39.0
HJ106054,1962.0,2003-01-04 00:00:00,SHOT,N,,523.0,5.0,
HJ108096,1963.0,2003-01-05 00:00:00,SHOT,N,,331.0,3.0,
HJ108931,1964.0,2003-01-05 00:00:00,SHOT,N,,1112.0,11.0,
HJ109616,1965.0,2003-01-05 00:00:00,SHOT,N,,413.0,4.0,
HJ111045,1966.0,2003-01-06 00:00:00,SHOT,Y,2003-04-18,1125.0,11.0,102.0
HJ111321,1967.0,2003-01-06 00:00:00,SHOT,Y,2003-02-28,414.0,4.0,53.0
HJ111407,1968.0,2003-01-06 00:00:00,SHOT,N,,2223.0,22.0,
HJ115535,1969.0,2003-01-09 00:00:00,SHOT,N,,2531.0,25.0,
HJ115671,1970.0,2003-01-09 00:00:00,SHOT,Y,2003-01-21,1731.0,17.0,12.0
HJ117531,1971.0,2003-01-10 00:00:00,OTHER,Y,2003-01-13,931.0,9.0,3.0
HJ117531,1972.0,2003-01-10 00:00:00,OTHER,Y,2003-01-13,931.0,9.0,3.0
HJ117531,1973.0,2003-01-10 00:00:00,OTHER,Y,2003-01-13,931.0,9.0,3.0
HJ117559,1974.0,2003-01-10 00:00:00,STABBED,Y,2003-01-14,824.0,8.0,4.0
HJ118845,1975.0,2003-01-10 00:00:00,SHOT,Y,2003-09-19,1531.0,15.0,252.0
HJ120826,1976.0,2003-01-11 00:00:00,SHOT,Y,2003-09-09,1122.0,11.0,241.0
HJ120912,1977.0,2003-01-11 00:00:00,SHOT,Y,2003-07-03,332.0,3.0,173.0
HJ126378,1978.0,2003-01-14 00:00:00,SHOT,N,,532.0,5.0,
HJ126809,1979.0,2003-01-15 00:00:00,STABBED,Y,2003-01-21,413.0,4.0,6.0
HJ127563,1980.0,2003-01-15 00:00:00,SHOT,Y,2003-03-26,1135.0,11.0,70.0
HJ132143,1981.0,2003-01-17 00:00:00,SHOT,N,,333.0,3.0,
